shipment_id,timestamp,event_type,status,delay_duration,scheduled_time,courier_id,route_id,region_id,aoi_id,aoi_type,city,lng,lat,ds,source_file,source_row_id,source_event_id,source_timestamp,delay_id,delay_stage,delay_duration_delay-reports,initial_delay_duration,reported_at,courier_id_delay-reports,route_id_delay-reports,region_id_delay-reports,city_delay-reports,ds_delay-reports,source_file_delay-reports,source_row_id_delay-reports,source_timestamp_delay-reports,_delay_match,_record_source,_source_datasets,_integration_key
2916,2022-06-10 09:53:00+00:00,accept,on_time,0.0,2022-06-10 11:00:00+00:00,4842,region_122,122,20280,14,Jilin,126.58407,43.8377,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,199306,2916:accept,06-10 09:53:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",2916
2916,2022-06-10 12:50:00+00:00,pickup,on_time,0.0,2022-06-10 13:00:00+00:00,4842,region_122,122,20280,14,Jilin,126.58407,43.8377,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,199306,2916:pickup,06-10 12:50:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",2916
3056,2022-06-16 16:11:00+00:00,accept,on_time,0.0,2022-06-16 17:00:00+00:00,10902,region_128,128,16914,1,Jilin,126.57748,43.84926,616,Cainiao-AI/LaDe:pickup/pickup_jl.csv,216882,3056:accept,06-16 16:11:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",3056
3056,2022-06-16 16:31:00+00:00,pickup,on_time,0.0,2022-06-16 19:00:00+00:00,10902,region_128,128,16914,1,Jilin,126.57748,43.84926,616,Cainiao-AI/LaDe:pickup/pickup_jl.csv,216882,3056:pickup,06-16 16:31:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",3056
3366,2022-06-09 07:51:00+00:00,accept,on_time,0.0,2022-06-09 09:00:00+00:00,2656,region_85,85,3713,1,Jilin,126.57535,43.87147,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,52444,3366:accept,06-09 07:51:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",3366
3366,2022-06-09 08:53:00+00:00,pickup,on_time,0.0,2022-06-09 11:00:00+00:00,2656,region_85,85,3713,1,Jilin,126.57535,43.87147,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,52444,3366:pickup,06-09 08:53:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",3366
3796,2022-06-15 08:04:00+00:00,accept,on_time,0.0,2022-06-15 09:00:00+00:00,1090,region_109,109,10290,14,Jilin,126.55297,43.81314,615,Cainiao-AI/LaDe:pickup/pickup_jl.csv,128274,3796:accept,06-15 08:04:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",3796
3796,2022-06-15 10:16:00+00:00,pickup,on_time,0.0,2022-06-15 11:00:00+00:00,1090,region_109,109,10290,14,Jilin,126.55297,43.81314,615,Cainiao-AI/LaDe:pickup/pickup_jl.csv,128274,3796:pickup,06-15 10:16:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",3796
4453,2022-06-16 07:42:00+00:00,accept,on_time,0.0,2022-06-16 09:00:00+00:00,10781,region_85,85,12273,1,Jilin,126.55277,43.87217,616,Cainiao-AI/LaDe:pickup/pickup_jl.csv,64144,4453:accept,06-16 07:42:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",4453
4453,2022-06-16 09:02:00+00:00,pickup,on_time,0.0,2022-06-16 11:00:00+00:00,10781,region_85,85,12273,1,Jilin,126.55277,43.87217,616,Cainiao-AI/LaDe:pickup/pickup_jl.csv,64144,4453:pickup,06-16 09:02:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",4453
4544,2022-06-07 07:45:00+00:00,accept,on_time,0.0,2022-06-07 09:00:00+00:00,11576,region_109,109,2285,1,Jilin,126.56312,43.79818,607,Cainiao-AI/LaDe:pickup/pickup_jl.csv,112888,4544:accept,06-07 07:45:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",4544
4544,2022-06-07 09:13:00+00:00,pickup,on_time,0.0,2022-06-07 11:00:00+00:00,11576,region_109,109,2285,1,Jilin,126.56312,43.79818,607,Cainiao-AI/LaDe:pickup/pickup_jl.csv,112888,4544:pickup,06-07 09:13:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",4544
4729,2022-06-10 07:47:00+00:00,accept,on_time,0.0,2022-06-10 09:00:00+00:00,4165,region_85,85,4444,1,Jilin,126.56313,43.86911,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,55179,4729:accept,06-10 07:47:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",4729
4729,2022-06-10 07:57:00+00:00,pickup,on_time,0.0,2022-06-10 11:00:00+00:00,4165,region_85,85,4444,1,Jilin,126.56313,43.86911,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,55179,4729:pickup,06-10 07:57:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",4729
4886,2022-06-12 16:31:00+00:00,accept,on_time,0.0,2022-06-12 17:00:00+00:00,788,region_109,109,4871,1,Jilin,126.55739,43.80806,612,Cainiao-AI/LaDe:pickup/pickup_jl.csv,118356,4886:accept,06-12 16:31:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",4886
4886,2022-06-12 17:07:00+00:00,pickup,on_time,0.0,2022-06-12 19:00:00+00:00,788,region_109,109,4871,1,Jilin,126.55739,43.80806,612,Cainiao-AI/LaDe:pickup/pickup_jl.csv,118356,4886:pickup,06-12 17:07:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",4886
4975,2022-06-10 07:51:00+00:00,accept,on_time,0.0,2022-06-10 09:00:00+00:00,10140,region_109,109,18288,1,Jilin,126.56979,43.80388,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,147263,4975:accept,06-10 07:51:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",4975
4975,2022-06-10 13:18:00+00:00,pickup,on_time,0.0,2022-06-10 23:59:00+00:00,10140,region_109,109,18288,1,Jilin,126.56979,43.80388,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,147263,4975:pickup,06-10 13:18:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",4975
5099,2022-06-14 16:29:00+00:00,accept,on_time,0.0,2022-06-15 09:00:00+00:00,4842,region_122,122,11890,1,Jilin,126.5764,43.84153,614,Cainiao-AI/LaDe:pickup/pickup_jl.csv,193811,5099:accept,06-14 16:29:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",5099
5099,2022-06-14 19:07:00+00:00,pickup,on_time,0.0,2022-06-15 11:00:00+00:00,4842,region_122,122,11890,1,Jilin,126.5764,43.84153,614,Cainiao-AI/LaDe:pickup/pickup_jl.csv,193811,5099:pickup,06-14 19:07:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",5099
5297,2022-06-10 16:57:00+00:00,accept,on_time,0.0,2022-06-10 17:00:00+00:00,15530,region_74,74,1362,14,Jilin,126.50413,43.86479,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,40242,5297:accept,06-10 16:57:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",5297
5297,2022-06-10 18:34:00+00:00,pickup,on_time,0.0,2022-06-10 19:00:00+00:00,15530,region_74,74,1362,14,Jilin,126.50413,43.86479,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,40242,5297:pickup,06-10 18:34:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",5297
5302,2022-06-05 08:20:00+00:00,accept,on_time,0.0,2022-06-05 13:00:00+00:00,11731,region_132,132,4048,14,Jilin,126.05979,42.9412,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,242900,5302:accept,06-05 08:20:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",5302
5302,2022-06-05 14:01:00+00:00,pickup,on_time,0.0,2022-06-05 15:00:00+00:00,11731,region_132,132,4048,14,Jilin,126.05979,42.9412,605,Cainiao-AI/LaDe:pickup/pickup_jl.csv,242900,5302:pickup,06-05 14:01:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",5302
5915,2022-06-09 07:54:00+00:00,accept,on_time,0.0,2022-06-09 09:00:00+00:00,7530,region_132,132,7352,1,Jilin,126.06443,42.94351,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,245371,5915:accept,06-09 07:54:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",5915
5915,2022-06-09 08:16:00+00:00,pickup,on_time,0.0,2022-06-09 11:00:00+00:00,7530,region_132,132,7352,1,Jilin,126.06443,42.94351,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,245371,5915:pickup,06-09 08:16:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",5915
6226,2022-06-13 07:43:00+00:00,accept,on_time,0.0,2022-06-13 09:00:00+00:00,4842,region_122,122,3042,14,Jilin,126.57579,43.84068,613,Cainiao-AI/LaDe:pickup/pickup_jl.csv,188916,6226:accept,06-13 07:43:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",6226
6226,2022-06-13 09:43:00+00:00,pickup,on_time,0.0,2022-06-13 11:00:00+00:00,4842,region_122,122,3042,14,Jilin,126.57579,43.84068,613,Cainiao-AI/LaDe:pickup/pickup_jl.csv,188916,6226:pickup,06-13 09:43:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",6226
6625,2022-06-09 12:57:00+00:00,accept,on_time,0.0,2022-06-09 12:57:00+00:00,4165,region_85,85,5407,1,Jilin,126.55847,43.87107,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,56449,6625:accept,06-09 12:57:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",6625
6625,2022-06-09 13:19:00+00:00,pickup,on_time,0.0,2022-06-09 14:57:00+00:00,4165,region_85,85,5407,1,Jilin,126.55847,43.87107,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,56449,6625:pickup,06-09 13:19:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",6625
6685,2022-06-12 16:54:00+00:00,accept,on_time,0.0,2022-06-12 17:00:00+00:00,13203,region_29,29,20483,14,Jilin,126.51583,43.67582,612,Cainiao-AI/LaDe:pickup/pickup_jl.csv,39561,6685:accept,06-12 16:54:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",6685
6685,2022-06-12 17:16:00+00:00,pickup,on_time,0.0,2022-06-12 19:00:00+00:00,13203,region_29,29,20483,14,Jilin,126.51583,43.67582,612,Cainiao-AI/LaDe:pickup/pickup_jl.csv,39561,6685:pickup,06-12 17:16:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",6685
6736,2022-06-10 07:37:00+00:00,accept,on_time,0.0,2022-06-10 09:00:00+00:00,11576,region_109,109,14181,1,Jilin,126.57658,43.79266,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,138993,6736:accept,06-10 07:37:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",6736
6736,2022-06-10 10:18:00+00:00,pickup,on_time,0.0,2022-06-10 11:00:00+00:00,11576,region_109,109,14181,1,Jilin,126.57658,43.79266,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,138993,6736:pickup,06-10 10:18:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",6736
6784,2022-06-09 07:38:00+00:00,accept,on_time,0.0,2022-06-09 09:00:00+00:00,5190,region_74,74,10656,1,Jilin,126.52918,43.86454,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,41256,6784:accept,06-09 07:38:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",6784
6784,2022-06-09 08:51:00+00:00,pickup,on_time,0.0,2022-06-09 11:00:00+00:00,5190,region_74,74,10656,1,Jilin,126.52918,43.86454,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,41256,6784:pickup,06-09 08:51:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",6784
6858,2022-06-09 08:12:00+00:00,accept,on_time,0.0,2022-06-09 09:00:00+00:00,4281,region_114,114,16353,14,Jilin,126.73688,42.97045,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,186281,6858:accept,06-09 08:12:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",6858
6858,2022-06-09 10:15:00+00:00,pickup,on_time,0.0,2022-06-09 11:00:00+00:00,4281,region_114,114,16353,14,Jilin,126.73688,42.97045,609,Cainiao-AI/LaDe:pickup/pickup_jl.csv,186281,6858:pickup,06-09 10:15:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",6858
7018,2022-06-06 07:48:00+00:00,accept,on_time,0.0,2022-06-06 09:00:00+00:00,4165,region_85,85,5407,1,Jilin,126.55942,43.87067,606,Cainiao-AI/LaDe:pickup/pickup_jl.csv,56354,7018:accept,06-06 07:48:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",7018
7018,2022-06-06 09:05:00+00:00,pickup,on_time,0.0,2022-06-06 11:00:00+00:00,4165,region_85,85,5407,1,Jilin,126.55942,43.87067,606,Cainiao-AI/LaDe:pickup/pickup_jl.csv,56354,7018:pickup,06-06 09:05:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",7018
7469,2022-06-12 09:17:00+00:00,accept,on_time,0.0,2022-06-12 15:00:00+00:00,1090,region_109,109,19409,14,Jilin,126.55603,43.81975,612,Cainiao-AI/LaDe:pickup/pickup_jl.csv,149556,7469:accept,06-12 09:17:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",7469
7469,2022-06-12 16:09:00+00:00,pickup,on_time,0.0,2022-06-12 17:00:00+00:00,1090,region_109,109,19409,14,Jilin,126.55603,43.81975,612,Cainiao-AI/LaDe:pickup/pickup_jl.csv,149556,7469:pickup,06-12 16:09:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",7469
7746,2022-06-14 15:10:00+00:00,accept,on_time,0.0,2022-06-14 17:00:00+00:00,10779,region_11,11,5256,14,Jilin,127.33948,43.72092,614,Cainiao-AI/LaDe:pickup/pickup_jl.csv,12189,7746:accept,06-14 15:10:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",7746
7746,2022-06-14 15:38:00+00:00,pickup,on_time,0.0,2022-06-14 19:00:00+00:00,10779,region_11,11,5256,14,Jilin,127.33948,43.72092,614,Cainiao-AI/LaDe:pickup/pickup_jl.csv,12189,7746:pickup,06-14 15:38:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",7746
8007,2022-06-12 09:19:00+00:00,accept,on_time,0.0,2022-06-12 09:19:00+00:00,14171,region_9,9,21524,1,Jilin,126.95832,44.40667,612,Cainiao-AI/LaDe:pickup/pickup_jl.csv,7961,8007:accept,06-12 09:19:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",8007
8007,2022-06-12 10:51:00+00:00,pickup,on_time,0.0,2022-06-12 11:19:00+00:00,14171,region_9,9,21524,1,Jilin,126.95832,44.40667,612,Cainiao-AI/LaDe:pickup/pickup_jl.csv,7961,8007:pickup,06-12 10:51:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",8007
8112,2022-06-07 11:34:00+00:00,accept,on_time,0.0,2022-06-07 13:00:00+00:00,1090,region_109,109,6912,14,Jilin,126.55535,43.81457,607,Cainiao-AI/LaDe:pickup/pickup_jl.csv,122139,8112:accept,06-07 11:34:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",8112
8112,2022-06-07 14:34:00+00:00,pickup,on_time,0.0,2022-06-07 15:00:00+00:00,1090,region_109,109,6912,14,Jilin,126.55535,43.81457,607,Cainiao-AI/LaDe:pickup/pickup_jl.csv,122139,8112:pickup,06-07 14:34:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",8112
8292,2022-06-10 07:56:00+00:00,accept,on_time,0.0,2022-06-10 09:00:00+00:00,3363,region_128,128,14098,1,Jilin,126.58823,43.85834,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,214714,8292:accept,06-10 07:56:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",8292
8292,2022-06-10 10:09:00+00:00,pickup,on_time,0.0,2022-06-10 11:00:00+00:00,3363,region_128,128,14098,1,Jilin,126.58823,43.85834,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,214714,8292:pickup,06-10 10:09:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",8292
8640,2022-06-06 07:53:00+00:00,accept,on_time,0.0,2022-06-06 09:00:00+00:00,7333,region_132,132,17550,1,Jilin,126.05256,42.95499,606,Cainiao-AI/LaDe:pickup/pickup_jl.csv,256655,8640:accept,06-06 07:53:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",8640
8640,2022-06-06 09:57:00+00:00,pickup,on_time,0.0,2022-06-06 11:00:00+00:00,7333,region_132,132,17550,1,Jilin,126.05256,42.95499,606,Cainiao-AI/LaDe:pickup/pickup_jl.csv,256655,8640:pickup,06-06 09:57:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",8640
8645,2022-06-12 09:48:00+00:00,accept,on_time,0.0,2022-06-12 17:00:00+00:00,5969,region_91,91,24513,1,Jilin,126.51377,43.81487,612,Cainiao-AI/LaDe:pickup/pickup_jl.csv,107726,8645:accept,06-12 09:48:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",8645
8645,2022-06-12 16:44:00+00:00,pickup,on_time,0.0,2022-06-12 19:00:00+00:00,5969,region_91,91,24513,1,Jilin,126.51377,43.81487,612,Cainiao-AI/LaDe:pickup/pickup_jl.csv,107726,8645:pickup,06-12 16:44:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",8645
8697,2022-06-11 07:48:00+00:00,accept,on_time,0.0,2022-06-11 09:00:00+00:00,5190,region_74,74,10656,1,Jilin,126.5323,43.86333,611,Cainiao-AI/LaDe:pickup/pickup_jl.csv,41467,8697:accept,06-11 07:48:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",8697
8697,2022-06-11 08:30:00+00:00,pickup,on_time,0.0,2022-06-11 11:00:00+00:00,5190,region_74,74,10656,1,Jilin,126.5323,43.86333,611,Cainiao-AI/LaDe:pickup/pickup_jl.csv,41467,8697:pickup,06-11 08:30:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",8697
8850,2022-06-17 09:24:00+00:00,accept,on_time,0.0,2022-06-17 13:00:00+00:00,1729,region_11,11,6186,1,Jilin,127.31994,43.71338,617,Cainiao-AI/LaDe:pickup/pickup_jl.csv,15033,8850:accept,06-17 09:24:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",8850
8850,2022-06-17 12:20:00+00:00,pickup,on_time,0.0,2022-06-17 15:00:00+00:00,1729,region_11,11,6186,1,Jilin,127.31994,43.71338,617,Cainiao-AI/LaDe:pickup/pickup_jl.csv,15033,8850:pickup,06-17 12:20:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",8850
9710,2022-06-16 08:10:00+00:00,accept,on_time,0.0,2022-06-16 09:00:00+00:00,3363,region_122,122,15418,1,Jilin,126.59518,43.85354,616,Cainiao-AI/LaDe:pickup/pickup_jl.csv,195584,9710:accept,06-16 08:10:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",9710
9710,2022-06-16 09:44:00+00:00,pickup,on_time,0.0,2022-06-16 11:00:00+00:00,3363,region_122,122,15418,1,Jilin,126.59518,43.85354,616,Cainiao-AI/LaDe:pickup/pickup_jl.csv,195584,9710:pickup,06-16 09:44:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",9710
9732,2022-06-10 07:52:00+00:00,accept,on_time,0.0,2022-06-10 09:00:00+00:00,682,region_109,109,15831,1,Jilin,126.56823,43.81279,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,141770,9732:accept,06-10 07:52:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",9732
9732,2022-06-10 18:37:00+00:00,pickup,on_time,0.0,2022-06-10 23:59:00+00:00,682,region_109,109,15831,1,Jilin,126.56823,43.81279,610,Cainiao-AI/LaDe:pickup/pickup_jl.csv,141770,9732:pickup,06-10 18:37:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",9732
9874,2022-06-12 08:21:00+00:00,accept,on_time,0.0,2022-06-12 09:00:00+00:00,10902,region_128,128,20524,1,Jilin,126.57644,43.8485,612,Cainiao-AI/LaDe:pickup/pickup_jl.csv,218112,9874:accept,06-12 08:21:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",9874
9874,2022-06-12 10:10:00+00:00,pickup,on_time,0.0,2022-06-12 11:00:00+00:00,10902,region_128,128,20524,1,Jilin,126.57644,43.8485,612,Cainiao-AI/LaDe:pickup/pickup_jl.csv,218112,9874:pickup,06-12 10:10:00,,,,,,,,,,,,,,left-only,shipment_scans_cleaned,"shipment_scans_cleaned,delay_reports_cleaned",9874
